accession,average_molecular_weight,origin,state,carcinogenicity,kingdom,super_class,taxonomy_class,sub_class,targets_id,pred_polar_surface_area_ChemAxon,pred_formal_charge_ChemAxon,pred_acceptor_count_ChemAxon,pred_physiological_charge_ChemAxon,pred_polarizability_ChemAxon,pred_rotatable_bond_count_ChemAxon,pred_refractivity_ChemAxon,pred_donor_count_ChemAxon,Acidity,logP,solubility,Inhalation(ROE),Dermal(ROE),Ingestion(ROE),Injection(ROE),cellular_locations_Lysosome,cellular_locations_Endosome,cellular_locations_Centrosome,cellular_locations_Mitochondria,cellular_locations_Actin Filament,cellular_locations_Synaptic Vesicle,cellular_locations_Late endosome,cellular_locations_Endoplasmic reticulum membrane,cellular_locations_Cell junction,cellular_locations_Secretory Granule,cellular_locations_Nuclear Membrane,cellular_locations_Zymogen Granule,cellular_locations_Cytoplasm,cellular_locations_Microsome,cellular_locations_Membrane,cellular_locations_Cell surface,cellular_locations_Plasma Membrane,cellular_locations_Actin Cytoskeleton,cellular_locations_Nucleus,cellular_locations_Nerve Fiber,cellular_locations_Golgi apparatus,cellular_locations_Mitochondrial Matrix,cellular_locations_Microtubule,cellular_locations_Mitochondrion,cellular_locations_Soluble Fraction,cellular_locations_Nucleoplasm,cellular_locations_Nuclear Matrix,cellular_locations_Tubulin,cellular_locations_Membrane Fraction,cellular_locations_Mitochondrial Membrane,cellular_locations_Mitochondrial Intermembrane Space,cellular_locations_Perinuclear region,cellular_locations_Acrosome,cellular_locations_Extracellular,cellular_locations_Endocytic Vesicle,cellular_locations_Focal adhesion,cellular_locations_Ribosome,cellular_locations_Nucleolus,cellular_locations_Cytosol,cellular_locations_Apical Membrane,cellular_locations_Cell membrane,cellular_locations_Caveolae,cellular_locations_Intermediate Filament,cellular_locations_Cytoskeleton,cellular_locations_Sarcoplasmic Reticulum,cellular_locations_Kinetochore,cellular_locations_Endoplasmic reticulum,cellular_locations_Secretory vesicle,cellular_locations_Peroxisome,cellular_locations_Extracellular matrix,cellular_locations_Early endosome,cellular_locations_Basolateral Membrane,categories_Bacterial Toxin,categories_Synthetic Toxin,categories_Animal Toxin,categories_Household Toxin,categories_Uremic Toxin,categories_Protein,categories_Drug,categories_Pesticide,categories_Polychlorinated Biphenyl,categories_Food Toxin,categories_Natural Toxin,categories_Industrial/Workplace Toxin,categories_Pollutant,categories_Cigarette Toxin,categories_Fungal Toxin,categories_Airborne Pollutant,categories_Plant Toxin
T3D0040,253.127,1,1,4,Organic compounds,Benzenoids,Benzene and substituted derivatives,"3,3'-disubstituted benzidines","['BE0000123', 'BE0004796', 'BE0000792', 'BE0000130', 'BE0000629', 'BE0004987', 'BE0004975', 'BE0004556', 'BE0004998', 'BE0004986', 'BE0005028', 'BE0005021', 'BE0000132', 'BE0003721', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",52.04,0,2,0,25.46,1,70.2,2,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0041,380.909,1,1,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"['BE0000956', 'BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0005320', 'BE0000206', 'BE0001777']",12.53,0,1,0,31.56,0,78.01,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
T3D0043,290.83,1,1,1,Organic compounds,Organohalogen compounds,Alkyl halides,Cyclohexyl halides,"['BE0000123', 'BE0000792', 'BE0000132', 'BE0000218', 'BE0005014', 'BE0002088', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0000956', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0000557', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",0.0,0,0,0,23.39,0,54.08,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
T3D0044,236.333,1,2,4,Organic compounds,Organohalogen compounds,Organochlorides,Organochlorides,"['BE0004796', 'BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0000485', 'BE0000137', 'BE0000027', 'BE0000729', 'BE0000191', 'BE0000500', 'BE0000089', 'BE0000093', 'BE0000307', 'BE0000037', 'BE0000493', 'BE0000503', 'BE0000655', 'BE0000196', 'BE0000551', 'BE0000272', 'BE0000580', 'BE0000348', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",0.0,0,0,0,14.5,2,35.64,0,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T3D0045,266.337,1,1,4,Organic compounds,Benzenoids,Phenols,P-chlorophenols,"['BE0000123', 'BE0000792', 'BE0000426', 'BE0000218', 'BE0005014', 'BE0000496', 'BE0000519', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0005074', 'BE0005073', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0000349', 'BE0000976', 'BE0000619', 'BE0000557', 'BE0005075', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0000927', 'BE0005072', 'BE0004767', 'BE0000537', 'BE0001122', 'BE0000337', 'BE0003554', 'BE0005320', 'BE0000956', 'BE0000215', 'BE0000071', 'BE0002088', 'BE0001126', 'BE0005532', 'BE0000984']",20.23,0,1,-1,20.51,0,52.06,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
T3D0046,389.317,1,1,1,Organic compounds,Organoheterocyclic compounds,Oxanes,Oxanes,"['BE0000956', 'BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0003549', 'BE0001777']",12.53,0,1,0,30.54,0,75.08,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
T3D0047,153.823,1,1,4,Organic compounds,Organohalogen compounds,Alkyl halides,Halomethanes,"['BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0003533', 'BE0004796', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",0.0,0,0,0,10.5,0,2.3,0,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
T3D0048,188.653,1,2,2,Organic compounds,Benzenoids,Benzene and substituted derivatives,Chlorinated biphenyls,"['BE0000123', 'BE0000792', 'BE0000951', 'BE0002151', 'BE0003721', 'BE0000614', 'BE0004289']",0.0,0,0,0,20.24,1,56.0,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
T3D0050,354.486,1,1,4,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,"['BE0000123', 'BE0000792', 'BE0000956', 'BE0000132', 'BE0000218', 'BE0005014', 'BE0000418', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0005050', 'BE0004631', 'BE0005049', 'BE0004996', 'BE0000557', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",0.0,0,0,0,31.82,3,85.32,0,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D0051,257.543,1,2,2,Organic compounds,Benzenoids,Benzene and substituted derivatives,Polychlorinated biphenyls,"['BE0000123', 'BE0000792', 'BE0000951', 'BE0002151', 'BE0003721', 'BE0000614', 'BE0004289']",0.0,0,0,0,24.86,1,65.61,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
T3D0052,278.3435,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acid esters,"['BE0000071', 'BE0000215', 'BE0003721', 'BE0000939', 'BE0000123', 'BE0000792', 'BE0000956', 'BE0001007', 'BE0000412', 'BE0000078', 'BE0000707', 'BE0002252', 'BE0000176', 'BE0002254', 'BE0002257', 'BE0002130', 'BE0001160', 'BE0001088', 'BE0000717', 'BE0002638', 'BE0004734', 'BE0003549', 'BE0002433', 'BE0003543', 'BE0003536']",52.6,0,2,0,32.15,10,77.86,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
T3D0055,422.925,1,1,1,Organic compounds,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid diesters,"['BE0000123', 'BE0000956', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0000557', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0001598', 'BE0005558']",52.6,0,2,0,32.67,0,78.42,0,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
T3D0056,304.346,1,2,3,Organic compounds,Organic acids and derivatives,Organic thiophosphoric acids and derivatives,Pyrimidinyl phosphorothioates,"['BE0000426', 'BE0002180', 'BE0005177', 'BE0002433', 'BE0002638', 'BE0003549', 'BE0001047', 'BE0003543', 'BE0003721', 'BE0000886', 'BE0003536', 'BE0003541']",53.47,0,2,0,31.48,7,80.76,0,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
T3D0058,106.165,1,2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,m-Xylenes,"['BE0000426', 'BE0003533', 'BE0004673', 'BE0001122', 'BE0000123']",0.0,0,0,0,13.09,0,36.14,0,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
T3D0059,409.779,1,2,4,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,"['BE0003549', 'BE0002638', 'BE0003550', 'BE0002362', 'BE0003612', 'BE0000123', 'BE0000792', 'BE0003546', 'BE0004796', 'BE0002088', 'BE0000206', 'BE0000144', 'BE0003722', 'BE0005001']",0.0,0,0,0,32.55,0,80.38,0,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D0061,345.648,1,1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,"['BE0000956', 'BE0000132', 'BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0005050', 'BE0004631', 'BE0005049', 'BE0004996', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000141', 'BE0000177', 'BE0000192', 'BE0002081', 'BE0002082', 'BE0002083', 'BE0000197', 'BE0004900', 'BE0002084', 'BE0001143', 'BE0003635', 'BE0003636', 'BE0003637', 'BE0003638', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0003848', 'BE0000557', 'BE0000767', 'BE0000368', 'BE0005490', 'BE0003549', 'BE0002433', 'BE0003543', 'BE0002638', 'BE0003541', 'BE0003536', 'BE0002793']",18.46,0,2,0,33.73,5,88.63,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
T3D0062,252.3093,1,1,4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenes,"['BE0003721', 'BE0004796', 'BE0000372']",0.0,0,0,0,29.59,0,83.17,0,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
T3D0063,380.909,1,1,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"['BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",17.07,0,1,0,31.13,0,75.56,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D0064,409.779,1,2,4,Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,"['BE0003549', 'BE0002638', 'BE0003550', 'BE0002362', 'BE0003612', 'BE0000123', 'BE0000792', 'BE0003546', 'BE0004796', 'BE0002088', 'BE0000206', 'BE0000144', 'BE0003722', 'BE0005001']",0.0,0,0,0,32.63,0,80.38,0,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T3D0065,99.9943,1,1,2,Inorganic compounds,Mixed metal/non-metal compounds,Transition metal organides,Transition metal oxides,"['BE0002365', 'BE0004796', 'BE0005000', 'BE0000923', 'BE0001062']",51.21,0,3,0,5.15,0,4.33,0,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0066,16.0425,2,3,1,Organic compounds,Hydrocarbons,Saturated hydrocarbons,Alkanes,[],0.0,0,0,0,2.59,0,6.35,0,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
T3D0067,406.925,1,1,1,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds,Sulfite esters,"['BE0000956', 'BE0001032', 'BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000194', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0000557', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229', 'BE0002362', 'BE0000663', 'BE0001598', 'BE0003536', 'BE0003549', 'BE0002638', 'BE0000886']",35.53,0,2,0,31.68,0,76.98,0,5,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
T3D0069,380.909,1,1,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,"['BE0000123', 'BE0000792', 'BE0000218', 'BE0005014', 'BE0000795', 'BE0000381', 'BE0000523', 'BE0000478', 'BE0000471', 'BE0000764', 'BE0002344', 'BE0002346', 'BE0002345', 'BE0003599', 'BE0003595', 'BE0003593', 'BE0003592', 'BE0003594', 'BE0003596', 'BE0000129', 'BE0003598', 'BE0003619', 'BE0003597', 'BE0004982', 'BE0005003', 'BE0004991', 'BE0004972', 'BE0003888', 'BE0003477', 'BE0005030', 'BE0000732', 'BE0005034', 'BE0005047', 'BE0005031', 'BE0004994', 'BE0005018', 'BE0005026', 'BE0000229']",17.07,0,1,0,31.42,1,75.57,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
T3D0070,252.3093,1,1,1,Organic compounds,Benzenoids,Anthracenes,Anthracenes,"['BE0003721', 'BE0004796', 'BE0000372']",0.0,0,0,0,29.3,0,83.17,0,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
T3D0073,321.971,1,1,2,Organic compounds,Organoheterocyclic compounds,Benzodioxins,Chlorinated dibenzo-p-dioxins,"['BE0003721', 'BE0000337']",18.46,0,0,0,28.72,0,71.7,0,5,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
T3D0075,137.9974,1,1,4,Organic compounds,Organometallic compounds,Organometalloid compounds,Pentaorganoarsanes,"['BE0003945', 'BE0000263', 'BE0000747', 'BE0005077', 'BE0002101', 'BE0005076', 'BE0004966', 'BE0005013', 'BE0005078', 'BE0005051', 'BE0000065', 'BE0000123', 'BE0000794', 'BE0000648', 'BE0005035', 'BE0000130', 'BE0000629', 'BE0004756', 'BE0001717', 'BE0005092', 'BE0005093', 'BE0003398', 'BE0000571', 'BE0000609', 'BE0000098', 'BE0005052', 'BE0001979', 'BE0003388', 'BE0004992', 'BE0005086', 'BE0001340', 'BE0001275', 'BE0001388', 'BE0001425', 'BE0003397', 'BE0001391', 'BE0001359', 'BE0000143', 'BE0000026', 'BE0003400', 'BE0003401', 'BE0001415', 'BE0001408', 'BE0001367', 'BE0003402', 'BE0005038', 'BE0005087', 'BE0003711', 'BE0003712', 'BE0003713', 'BE0005024', 'BE0000961', 'BE0001160', 'BE0003549']",37.3,0,2,-1,9.18,0,15.9,1,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
T3D0076,390.5561,1,2,4,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acid esters,"['BE0000956', 'BE0000071', 'BE0001007', 'BE0000215', 'BE0003721', 'BE0000123', 'BE0000792', 'BE0003848', 'BE0000412', 'BE0000078', 'BE0000886', 'BE0003549', 'BE0001160', 'BE0000058', 'BE0005464', 'BE0000736', 'BE0000779']",52.6,0,2,0,46.56,16,114.41,0,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
T3D0078,128.1705,1,1,4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenes,"['BE0003721', 'BE0004796', 'BE0000372', 'BE0002433', 'BE0001111', 'BE0000527', 'BE0005821', 'BE0005822', 'BE0005823', 'BE0002447', 'BE0000071', 'BE0003380']",0.0,0,0,0,14.56,0,42.51,0,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
